RQ,role,comparison,metric,cluster_level,observed_diff,bootstrap_mean,ci_low,ci_high,excludes_zero,n_seed_pairs,p_perm,n_permutations,p_holm,significant_holm
RQ2,primary,qat_int8_vs_best_fp32,QWK,record_eye(DRTiD),-0.006266718758214229,-0.006213996192526563,-0.02927380922120194,0.017486952669018837,False,5,0.4176582341765823,10000.0,0.48535146485351466,False
RQ2,primary,qat_int8_vs_best_fp32,Accuracy,record_eye(DRTiD),0.007272727272727253,0.0073449454545454545,-0.018545454545454552,0.03419090909090898,False,5,,,,
RQ2,primary,qat_int8_vs_best_fp32,MacroF1,record_eye(DRTiD),0.004868796288242538,0.00501384154775406,-0.023128442904538884,0.03323298300827882,False,5,,,,
RQ2,primary,qat_int8_vs_best_fp32,MAE,record_eye(DRTiD),-0.006909090909090887,-0.0069142909090909085,-0.04945454545454544,0.034190909090909,False,5,,,,
RQ2,primary,qat_int8_vs_best_fp32,SevereErrorRate,record_eye(DRTiD),-0.0090909090909091,-0.009088399999999998,-0.029090909090909056,0.010909090909090913,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,QWK,record_eye(DRTiD),0.010136978183496393,0.010062309689663616,-0.017917844220818022,0.0410895715681689,False,5,0.24267573242675733,10000.0,0.48535146485351466,False
RQ2,primary,qat_int8_vs_ptq_int8,Accuracy,record_eye(DRTiD),-0.0007272727272727431,-0.0007387636363636363,-0.028000000000000004,0.027272727272727237,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,MacroF1,record_eye(DRTiD),-0.013376208960042569,-0.013186908544063533,-0.04334008819086291,0.01647695604366932,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,MAE,record_eye(DRTiD),-0.0021818181818181515,-0.0019957818181818177,-0.049090909090909074,0.04036363636363634,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,SevereErrorRate,record_eye(DRTiD),-0.008000000000000012,-0.007896072727272727,-0.027272727272727282,0.010909090909090924,False,5,,,,
